id,city,country,year,gross_rental_yield_centre,gross_rental_yield_out,price_to_rent_centre,price_to_rent_out,affordability_index,qol_index,ppi_index,health_care_index,traffic_commute_index,pollution_index,climate_index,crime_index,safety_index,cost_of_living_index,rent_index,groceries_index,restaurant_price_index,local_ppi_index,y
902,Galway,Ireland,2018,7.223,6.928,2.757,2.088,2.891,6.172,3.417,5.18,5.492,1.053,4.891,2.51,6.45,3.715,2.633,3.297,3.164,3.692,28.932
903,Oulu,Finland,2018,2.631,4.662,5.308,4.608,4.312,6.129,4.11,7.516,5.667,0.703,3.975,2.361,6.6,3.773,2.338,3.033,3.13,3.696,21.313
904,Gent,Belgium,2018,3.984,4.231,3.021,3.858,4.639,5.588,4.115,8.464,6.146,3.35,5.264,2.208,6.753,3.944,2.05,3.357,3.639,3.55,23.054
905,Tampere,Finland,2018,2.502,3.411,4.442,3.881,3.659,6.536,4.122,7.646,5.14,0.965,4.082,2.071,6.89,4.039,2.2,3.436,3.746,4.104,21.552
906,Aalborg,Denmark,2018,3.625,4.085,4.124,3.522,3.528,6.702,3.535,7.985,4.808,1.263,5.001,1.769,7.193,4.222,2.041,3.431,3.915,3.922,24.139
907,Bern,Switzerland,2018,2.571,2.502,5.089,5.016,2.989,6.736,4.917,7.755,5.237,1.046,5.968,1.542,7.42,5.93,3.318,6.171,4.625,4.156,18.709
908,Basel,Switzerland,2018,2.528,2.81,4.54,4.496,3.544,6.875,5.24,7.649,4.531,1.065,4.593,1.432,7.531,6.052,3.783,5.931,4.925,5.126,22.104
909,Naples,Italy,2019,3.505,3.866,4.593,4.206,2.319,4.327,2.245,8.238,6.687,3.708,5.6,5.176,3.778,2.861,1.383,2.533,2.166,2.502,8.726
910,Marseille,France,2019,3.008,2.29,5.547,8.043,3.136,4.166,3.878,7.749,6.607,3.102,5.49,4.976,3.979,2.946,2.45,3.777,2.518,3.576,5.912
911,Kristiansand,Norway,2019,3.77,2.875,4.453,4.087,3.169,5.936,3.61,7.955,5.407,1.345,3.971,4.14,4.817,5.025,2.887,4.056,4.719,3.394,14.258
912,Liverpool,United Kingdom,2019,4.199,2.526,4.293,2.168,2.728,4.965,3.865,7.434,5.951,2.774,5.226,3.893,5.064,2.77,1.8,2.065,2.487,4.343,18.388
913,Belfast,United Kingdom,2019,3.222,2.047,5.14,3.718,1.829,5.261,2.934,8.573,5.353,2.313,4.713,3.883,5.074,2.8,1.722,2.415,2.766,3.717,13.615
914,Toulouse,France,2019,2.074,2.242,4.857,7.79,2.254,4.941,3.34,7.912,5.531,3.531,5.092,3.844,5.113,3.414,1.683,3.16,2.784,3.924,6.856
915,Nottingham,United Kingdom,2019,4.353,4.499,4.812,4.055,2.613,5.844,3.475,7.943,5.355,1.758,5.65,3.811,5.146,2.95,1.719,2.42,2.469,3.5,19.409
916,Limerick,Ireland,2019,6.486,9.584,3.116,2.267,3.904,5.343,2.788,5.468,5.948,1.061,5.471,3.745,5.213,3.255,2.162,2.928,2.676,3.118,27.582
917,Newcastle upon Tyne,United Kingdom,2019,3.899,5.287,4.359,2.244,2.94,5.784,3.177,8.655,7.036,3.011,5.427,3.509,5.449,3.168,1.754,2.73,2.64,4.106,21.271
918,Sheffield,United Kingdom,2019,3.573,3.687,2.808,3.135,2.401,5.734,3.061,8.702,4.999,1.152,5.394,3.474,5.484,2.819,1.652,2.367,2.573,4.037,22.67
919,Lund,Sweden,2019,2.416,2.648,6.488,5.516,4.361,5.874,4.073,6.854,2.59,1.057,4.23,3.404,5.554,3.209,1.885,2.934,2.728,4.56,16.54
920,Lausanne,Switzerland,2019,2.382,2.688,4.54,4.84,3.806,7.04,4.689,7.338,5.172,0.984,5.533,2.776,6.184,5.716,3.702,5.962,4.649,4.691,18.539
921,Galway,Ireland,2019,2.982,5.596,2.161,1.14,0.702,5.307,3.345,6.291,5.421,1.458,5.153,2.56,6.4,3.331,2.533,2.9,2.825,3.346,22.856
922,Oulu,Finland,2019,2.716,3.111,4.683,4.567,3.054,6.482,2.61,8.231,5.077,0.807,3.943,2.396,6.565,3.503,2.737,3.164,2.865,3.928,19.897
923,Dusseldorf,Germany,2019,2.759,3.103,5.915,4.617,2.385,6.274,4.204,7.48,4.666,0.917,4.889,2.322,6.638,3.172,2.201,2.473,2.431,4.508,20.269
924,Malaga,Spain,2019,3.924,3.679,3.922,3.128,1.846,5.784,3.628,8.577,4.367,2.55,5.545,2.18,6.781,2.321,1.585,1.959,1.901,3.05,23.412
925,Aalborg,Denmark,2019,4.027,3.622,3.552,5.477,3.887,6.667,3.913,8.262,4.21,1.146,5.147,1.914,7.048,3.769,1.775,3.13,3.505,4.63,25.124
926,Basel,Switzerland,2019,2.399,3.103,5.373,4.652,3.136,6.715,4.233,7.307,3.406,1.672,4.853,1.532,7.43,6.084,3.474,5.924,4.971,4.886,18.646
927,Catania,Italy,2020,3.933,3.582,3.98,3.559,2.597,4.435,3.005,7.358,5.529,3.631,5.632,5.484,3.47,2.701,1.165,1.924,2.5,2.579,10.608
928,Drogheda,Ireland,2020,4.713,7.066,1.994,2.047,2.45,4.28,2.314,5.548,5.342,1.738,5.484,5.205,3.75,3.609,2.935,3.833,3.356,2.763,17.703
929,Bradford,United Kingdom,2020,3.248,4.483,3.928,4.011,2.793,5.528,3.91,7.95,6.332,2.294,5.614,5.151,3.803,3.215,2.868,2.543,3.055,4.022,16.848
930,Marseille,France,2020,3.864,3.322,5.91,5.709,2.679,4.661,3.329,7.906,6.256,3.747,5.668,5.096,3.859,3.358,1.707,3.202,2.684,2.536,6.806
931,Nottingham,United Kingdom,2020,3.05,4.069,5.663,2.169,2.826,6.221,3.129,7.711,3.675,2.66,6.27,4.204,4.753,3.086,1.842,2.499,2.578,3.053,17.631
932,Kristiansand,Norway,2020,3.136,3.582,4.66,4.076,3.12,6.342,3.494,7.316,3.576,1.375,5.12,4.036,4.921,4.94,2.686,4.934,3.915,2.839,14.697
933,Limerick,Ireland,2020,6.272,7.066,2.21,2.052,2.091,6.089,3.308,6.045,5.608,1.737,5.167,3.89,5.068,3.231,2.395,2.671,2.607,2.743,25.098
934,Sheffield,United Kingdom,2020,3.83,4.053,4.505,4.543,2.63,6.913,3.704,7.344,5.588,1.967,5.703,3.676,5.282,2.903,1.788,2.478,2.484,3.541,19.068
935,Newcastle upon Tyne,United Kingdom,2020,3.753,5.06,3.775,3.562,3.904,4.842,3.635,7.816,3.91,2.543,5.42,3.4,5.558,3.061,1.843,2.399,2.713,3.279,21.548
936,Karlsruhe,Germany,2020,2.776,2.891,4.174,5.069,2.189,6.319,3.607,8.042,4.916,2.145,5.882,3.27,5.689,2.84,1.744,2.22,2.013,4.294,18.42
937,Cardiff,United Kingdom,2020,3.419,3.866,3.434,4.594,2.009,6.703,3.735,7.88,6.593,1.573,5.087,3.234,5.725,3.015,2.067,2.493,2.511,3.471,19.77
938,Aberdeen,United Kingdom,2020,3.719,3.346,5.118,5.865,3.103,5.523,4.231,8.783,5.013,2.32,5.025,3.207,5.752,3.242,2.005,2.532,3.006,4.288,18.235
939,Lund,Sweden,2020,3.059,4.784,4.655,4.47,4.982,6.111,4.114,7.352,4.928,0.99,4.431,2.997,5.962,4.133,2.769,3.06,2.854,4.511,23.194
940,Oulu,Finland,2020,2.176,3.249,4.267,4.507,3.463,6.612,4.209,7.626,5.061,0.78,3.815,2.779,6.181,3.411,2.688,3.163,3.226,3.458,20.101
941,Galway,Ireland,2020,6.195,7.358,2.418,2.098,5.145,4.536,2.793,5.582,5.771,1.891,5.649,2.592,6.369,3.484,2.776,2.84,3.112,2.752,27.986
942,Lausanne,Switzerland,2020,1.954,2.502,5.079,5.312,3.299,6.365,5.004,7.324,4.321,1.886,5.544,2.584,6.376,5.744,3.856,5.918,4.785,4.076,15.411
943,Aalborg,Denmark,2020,3.248,3.574,3.192,4.167,4.051,6.834,3.474,8.184,4.434,1.185,5.14,2.217,6.744,4.094,1.843,3.502,3.989,4.275,23.98
944,Basel,Switzerland,2020,2.485,2.591,4.447,5.602,3.887,6.821,5.044,7.312,3.734,1.682,4.398,1.73,7.232,5.814,3.484,5.812,4.765,4.479,19.104
945,Bern,Switzerland,2020,2.176,2.705,4.422,4.704,2.156,6.511,4.728,7.503,3.749,1.505,5.406,1.612,7.35,5.374,3.085,5.003,4.473,4.864,19.551
946,Bradford,United Kingdom,2021,2.871,4.028,5.531,4.307,4.132,5.848,3.166,8.099,4.899,2.468,5.173,5.755,3.198,3.386,3.389,2.506,3.219,3.963,14.521
947,Montpellier,France,2021,1.834,2.136,5.736,4.647,1.731,5.444,3.607,7.506,5.914,2.944,5.289,5.263,3.691,3.699,1.908,3.583,2.796,2.145,4.211
948,Drogheda,Ireland,2021,5.218,6.7,2.78,2.068,1.454,6.35,3.305,5.416,5.114,1.615,5.667,5.092,3.863,3.503,3.67,2.985,3.116,3.585,21.729
949,Coventry,United Kingdom,2021,3.11,5.498,4.756,4.209,3.169,4.621,3.883,7.495,5.233,2.105,4.929,5.089,3.865,3.33,2.223,2.968,2.593,3.539,14.982
950,Grenoble,France,2021,3.308,2.94,4.046,5.661,3.071,4.21,3.555,7.523,6.869,2.579,5.231,4.595,4.361,3.669,1.741,3.538,2.88,2.593,8.724
951,Nottingham,United Kingdom,2021,3.196,4.183,2.338,3.142,3.512,6.649,3.38,7.621,5.438,1.332,5.351,4.239,4.718,3.351,1.902,2.879,2.744,2.801,20.705
952,Liege,Belgium,2021,4.593,4.711,3.195,3.015,4.671,5.275,3.51,7.997,4.948,3.409,5.114,4.076,4.881,3.629,2.21,2.805,3.338,3.4,20.935
953,Sheffield,United Kingdom,2021,3.582,3.639,3.986,5.526,2.352,5.191,3.143,8.381,6.503,3.371,5.286,3.946,5.011,3.129,2.018,2.735,2.467,3.048,13.197
954,Kristiansand,Norway,2021,3.179,3.833,4.324,4.206,2.875,6.203,3.886,7.924,4.298,1.278,3.545,3.887,5.07,5.097,2.718,4.712,4.408,3.293,15.253
955,Peterborough,United Kingdom,2021,3.436,4.15,4.686,4.929,3.626,5.335,4.09,8.358,5.488,2.932,5.739,3.773,5.184,3.753,1.938,3.658,2.698,2.149,15.141
956,Bonn,Germany,2021,3.119,3.419,4.5,5.865,3.267,6.778,4.679,8.269,4.788,2.188,4.648,3.622,5.336,3.45,2.475,2.419,3.029,3.783,18.706
957,Limerick,Ireland,2021,4.576,7.228,2.221,2.269,4.296,5.483,2.374,6.404,5.593,1.512,6.213,3.595,5.363,3.61,2.886,3.085,2.83,2.496,25.252
958,Newcastle upon Tyne,United Kingdom,2021,1.859,4.451,2.669,3.313,3.773,5.381,3.882,8.168,5.75,2.583,5.65,3.459,5.499,3.125,1.922,2.595,2.678,3.248,20.348
959,Klaipeda,Lithuania,2021,3.53,3.371,4.141,4.234,2.679,5.602,2.291,7.03,3.961,1.441,3.574,3.377,5.581,2.366,0.878,1.834,1.783,2.013,15.414
960,Cardiff,United Kingdom,2021,4.01,5.718,2.788,3.437,2.352,5.417,4.025,8.136,5.659,2.242,5.114,3.303,5.656,3.222,2.062,2.72,2.516,3.338,22.832
961,Oulu,Finland,2021,2.853,3.582,5.238,4.42,3.691,6.4,5.173,7.969,4.435,0.986,2.693,3.222,5.736,3.755,1.655,3.699,2.842,3.23,18.527
962,Aberdeen,United Kingdom,2021,2.845,4.305,2.541,2.931,3.005,6.25,3.687,7.482,5.783,1.665,5.604,3.195,5.763,3.464,2.025,2.806,3.161,3.576,22.069
963,Lund,Sweden,2021,2.511,4.67,5.058,4.771,3.005,5.915,4.359,6.98,5.336,1.013,4.641,2.857,6.102,3.723,2.308,3.388,3.375,3.753,18.452
964,Lausanne,Switzerland,2021,2.571,2.656,6.083,5.794,3.332,7.067,5.567,7.426,4.021,1.096,5.631,2.746,6.213,6.153,4.405,6.304,5.062,3.85,16.337
965,Freiburg im Breisgau,Germany,2021,2.236,3.07,5.19,5.214,3.103,6.329,4.508,7.892,5.557,1.759,4.613,2.722,6.238,3.264,3.025,2.49,2.662,3.248,18.452
966,Galway,Ireland,2021,5.57,6.286,2.333,2.244,3.103,6.38,4.265,5.766,5.114,2.073,4.824,2.54,6.421,3.9,3.048,3.27,3.169,2.702,27.087
967,Yakutsk,Russia,2021,5.75,4.337,2.95,3.185,0.964,3.071,1.797,5.496,7.607,2.801,3.879,1.801,7.161,1.616,0.823,1.452,0.982,1.716,15.681
968,Bern,Switzerland,2021,2.305,2.899,5.169,5.498,3.005,7.002,4.678,7.681,3.439,1.425,4.596,1.694,7.268,5.844,3.5,5.632,4.671,4.328,18.463
969,Bradford,United Kingdom,2022,3.23,3.086,3.058,3.669,3.512,6.153,3.96,8.787,5.273,2.74,4.926,6.33,2.622,3.657,2.99,2.689,2.923,2.941,14.848
970,Coventry,United Kingdom,2022,4.481,3.452,4.734,3.488,2.973,4.916,4.114,8.633,6.438,1.234,5.496,6.213,2.739,3.1,2.201,2.7,2.468,4.008,15.693
971,Marseille,France,2022,1.894,2.193,5.3,4.546,2.679,4.084,2.786,7.8,6.959,3.583,5.497,5.515,3.438,3.291,1.817,3.38,2.506,3.515,4.297
972,Montpellier,France,2022,1.654,3.866,5.398,7.458,2.989,5.108,3.085,7.905,6.026,3.453,6.21,4.772,4.184,4.012,2.099,3.581,3.407,3.975,6.37
973,Drogheda,Ireland,2022,8.132,5.701,2.08,2.341,6.762,6.382,2.799,6.058,5.135,1.562,5.324,4.746,4.21,3.817,3.192,3.216,3.119,4.47,30.087
974,Ufa,Russia,2022,4.43,4.345,2.79,3.793,1.731,3.26,1.081,7.808,7.194,3.688,4.358,4.736,4.219,1.643,1.074,1.316,1.027,1.616,10.325
975,Lille,France,2022,2.296,3.281,5.676,4.628,4.067,3.254,2.761,8.148,4.778,4.023,5.684,4.731,4.225,3.544,2.063,3.702,2.266,3.326,8.288
976,Amadora,Portugal,2022,3.41,5.474,3.083,2.703,2.564,5.116,1.894,7.092,5.659,1.961,6.498,4.718,4.237,2.351,1.524,1.853,1.471,2.437,17.69
977,Bilbao,Spain,2022,4.13,3.769,4.188,3.307,2.744,4.473,2.745,8.661,5.035,2.748,5.8,4.701,4.254,2.955,2.047,2.69,2.399,2.415,15.177
978,Liege,Belgium,2022,4.653,4.037,2.616,4.094,3.267,5.245,3.592,8.365,5.633,3.099,5.541,4.686,4.27,3.752,2.365,3.042,3.141,3.333,17.743
979,Rennes,France,2022,3.419,2.81,3.66,4.112,2.924,4.01,3.586,7.652,6.828,3.26,5.72,4.628,4.328,3.229,1.93,3.899,2.921,2.888,10.694
980,Nottingham,United Kingdom,2022,3.59,3.574,4.561,3.821,3.218,5.856,3.126,9.133,6.792,2.569,5.14,4.543,4.413,3.304,2.035,3.055,2.736,3.379,15.804
981,Liepaja,Latvia,2022,3.916,4.345,3.36,3.33,2.597,5.145,2.148,6.166,4.879,2.014,4.653,4.469,4.487,2.45,1.102,1.775,1.914,2.01,14.336
982,Bordeaux,France,2022,2.288,2.169,5.617,4.298,1.045,3.733,3.54,7.843,6.798,2.554,5.748,4.21,4.747,3.164,0.902,4.229,3.221,3.74,5.914
983,Peterborough,United Kingdom,2022,3.273,2.761,5.912,3.401,2.466,7.799,3.857,7.986,5.914,1.689,5.833,4.078,4.878,3.186,2.961,2.989,3.057,3.306,17.958
984,Kristiansand,Norway,2022,2.879,2.883,3.646,4.789,3.332,6.334,3.911,7.756,3.763,1.402,2.815,3.942,5.016,4.705,3.108,4.854,4.513,3.634,15.212
985,Sheffield,United Kingdom,2022,3.59,4.231,3.843,4.188,3.544,5.582,3.735,7.206,4.408,1.862,4.549,3.937,5.02,3.051,2.05,2.671,2.471,3.285,18.862
986,Bremen,Germany,2022,3.008,3.103,4.194,6.01,2.548,6.43,4.525,7.722,4.792,1.784,5.673,3.664,5.294,2.883,1.814,2.264,2.386,2.842,16.867
987,Leipzig,Germany,2022,2.459,3.257,4.498,5.36,3.724,5.882,4.72,7.767,4.666,2.03,4.481,3.637,5.32,2.91,1.773,2.228,2.162,2.943,17.123
988,Bonn,Germany,2022,2.785,3.387,5.182,6.627,3.43,6.727,5.091,6.993,5.653,2.75,3.744,3.582,5.376,3.292,2.357,2.507,2.859,3.53,14.606
989,Newcastle upon Tyne,United Kingdom,2022,3.342,4.37,3.425,3.713,2.352,6.388,3.82,8.385,6.128,0.728,4.59,3.516,5.442,3.097,1.958,2.608,2.753,3.601,21.729
990,Cardiff,United Kingdom,2022,4.173,4.045,2.481,4.587,2.515,5.338,3.6,6.588,4.561,1.943,5.126,3.346,5.613,3.191,2.257,2.645,2.962,3.915,19.975
991,Klaipeda,Lithuania,2022,3.179,3.427,4.195,4.149,2.695,5.889,2.378,7.76,4.236,1.531,2.948,3.297,5.662,2.32,1.014,1.737,1.914,2.218,16.26
992,Oulu,Finland,2022,3.033,2.705,5.211,4.922,3.397,6.27,3.48,7.848,4.884,0.711,3.316,3.24,5.718,3.271,1.572,3.103,2.7,3.727,16.71
993,Aberdeen,United Kingdom,2022,3.59,3.565,4.638,3.435,1.682,5.298,3.638,8.01,6.239,1.285,5.852,3.178,5.781,2.936,1.756,2.226,2.999,3.762,18.804
994,Lund,Sweden,2022,2.134,3.062,4.143,4.968,2.532,6.078,3.937,6.852,5.993,0.916,3.921,3.008,5.952,3.547,2.165,3.378,2.808,3.869,15.87
995,Dresden,Germany,2022,2.468,2.396,4.129,4.137,3.757,5.951,3.575,7.548,5.604,1.7,4.252,2.704,6.256,2.893,1.615,2.22,2.27,4.025,19.107
996,Freiburg im Breisgau,Germany,2022,2.905,2.347,4.161,5.248,2.826,6.534,3.492,7.731,5.359,1.386,6.046,2.675,6.285,2.994,2.702,2.326,2.428,3.483,19.808
997,Alicante,Spain,2022,3.77,4.434,3.402,3.708,3.479,5.3,3.817,8.184,4.661,2.029,5.265,2.451,6.509,2.384,1.511,2.003,2.019,2.947,24.268
998,Lausanne,Switzerland,2022,2.956,2.29,5.325,5.064,3.348,7.238,4.51,7.244,4.806,1.53,5.251,2.356,6.604,5.652,4.534,5.699,4.916,4.684,18.396
999,Yakutsk,Russia,2022,4.447,5.141,3.215,2.611,1.078,4.354,1.439,6.713,5.44,3.764,2.68,1.842,7.12,1.665,0.971,1.582,1.379,1.503,16.809
1000,Lugano,Switzerland,2022,2.399,2.623,5.769,5.367,3.038,6.629,5.941,7.172,3.851,0.874,5.003,1.57,7.392,5.742,3.426,6.007,4.637,4.129,18.681
1001,Funchal,Portugal,2022,3.496,6.238,2.934,3.587,1.895,5.235,2.331,7.1,4.522,1.938,6.264,1.377,7.586,2.277,1.569,1.81,1.551,1.714,24.242
1002,San Sebastian,Spain,2022,4.053,4.735,3.618,2.802,3.512,5.124,3.397,8.059,4.511,2.136,5.597,1.25,7.713,3.32,1.767,2.65,1.849,3.247,26.775
1003,Zug,Switzerland,2017,2.665,2.664,5.457,5.61,2.499,7.008,5.803,8.087,4.757,1.276,5.338,1.778,7.001,5.735,5.028,5.866,4.582,3.548,19.514
1004,Lugano,Switzerland,2017,2.211,2.485,4.185,5.535,3.675,6.746,4.815,7.518,4.837,0.927,4.996,2.577,6.554,5.326,3.917,4.881,4.69,3.41,18.075
1005,Venice,Italy,2017,4.122,3.411,4.853,3.311,3.495,4.455,1.956,7.202,6.815,3.981,5.123,3.851,5.032,5.087,2.102,3.924,5.078,1.863,7.208
1006,Modena,Italy,2017,2.999,4.394,5.474,3.598,3.708,4.498,3.149,7.414,4.752,3.281,5.435,4.182,4.375,3.952,1.388,3.366,2.87,2.236,10.897
1007,Padova,Italy,2017,3.196,3.752,3.052,3.316,3.936,4.712,3.173,6.459,6.253,2.909,5.454,3.457,3.256,3.919,1.659,3.341,2.919,2.471,12.432
1008,Leuven,Belgium,2017,4.173,4.849,3.526,3.764,4.002,5.825,3.858,8.447,6.049,2.888,5.15,2.464,4.25,3.888,1.92,4.212,2.748,3.045,19.91
1009,Parma,Italy,2017,3.539,3.427,3.82,3.623,1.225,4.351,2.363,7.872,5.347,3.289,5.608,5.354,4.815,3.753,1.649,3.305,3.353,2.557,8.76
1010,Bolzano-Bozen,Italy,2017,4.327,4.313,4.144,4.319,3.185,3.85,3.285,8.14,6.213,3.949,5.951,3.79,4.008,3.717,1.942,3.649,2.977,2.391,12.078
1011,Genoa,Italy,2017,2.648,3.159,3.865,2.799,1.829,4.933,2.828,5.531,6.463,3.335,5.192,4.764,5.657,3.582,1.474,3.273,2.753,2.236,8.302
1012,Turku,Finland,2017,2.219,3.33,5.02,5.338,3.267,6.431,4.055,7.992,5.179,0.878,3.713,1.861,7.488,3.575,1.737,3.099,3.153,4.259,20.247
1013,Maastricht,Netherlands,2017,5.27,5.701,2.992,3.401,3.267,7.287,4.642,7.136,5.458,1.476,4.902,2.225,6.175,3.574,2.193,3.353,2.878,3.598,28.208
1014,Bergamo,Italy,2017,3.427,3.679,4.001,3.763,5.259,3.834,3.172,7.191,5.152,3.934,5.492,4.518,5.575,3.462,1.485,2.838,3.29,2.477,13.527
1015,Bournemouth,United Kingdom,2017,3.265,4.378,2.243,3.071,3.283,6.534,3.78,7.909,6.488,2.379,4.89,1.914,3.964,3.413,2.384,3.139,2.892,3.129,21.792
1016,Utrecht,Netherlands,2017,4.516,3.241,2.575,2.721,3.446,6.285,3.778,7.067,4.323,1.197,6.251,1.795,6.122,3.401,2.702,2.794,3.203,3.73,27.164
1017,Milton Keynes,United Kingdom,2017,2.348,3.476,3.911,4.147,2.515,4.994,3.167,7.67,4.367,2.955,5.368,3.759,3.577,3.383,2.77,2.993,2.858,3.28,13.217
1018,Oxford,United Kingdom,2017,2.836,4.313,5.567,3.325,2.336,5.794,3.644,8.09,5.01,3.166,5.414,2.914,5.884,3.318,3.629,2.758,2.936,3.193,18.784
1019,Reading,United Kingdom,2017,4.053,5.239,4.487,4.578,2.319,5.116,3.331,7.762,3.639,2.667,5.03,3.283,5.04,3.317,2.887,2.438,3.312,4.005,19.24
1020,Lille,France,2017,1.328,1.665,5.404,6.203,3.561,5.21,3.968,7.912,5.73,4.11,5.118,5.266,5.408,3.316,1.683,2.86,2.674,3.444,6.807
1021,Trento,Italy,2017,2.648,3.89,3.91,3.864,2.287,4.459,2.295,6.516,6.288,3.469,6.239,4.059,6.532,3.296,1.881,2.99,2.62,3.163,12.243
1022,Uppsala,Sweden,2017,3.462,2.607,4.133,4.395,2.744,5.89,3.974,7.334,6.466,1.054,3.725,5.078,5.28,3.244,1.963,2.688,2.911,4.097,15.277
1023,Leiden,Netherlands,2017,5.355,4.069,3.538,2.9,3.136,6.099,4.51,7.959,5.287,1.591,5.613,2.31,6.167,3.207,2.157,2.532,3.12,3.743,26.986
1024,Exeter,United Kingdom,2017,2.871,5.425,3.962,2.65,2.532,5.255,4.186,7.76,5.791,2.056,5.643,3.062,5.152,3.191,2.186,2.609,3.002,2.752,20.319
1025,Southampton,United Kingdom,2017,2.108,4.386,3.827,2.146,2.646,5.374,3.566,7.804,6.621,2.733,4.878,3.688,5.85,3.183,2.199,2.773,2.641,4.058,18.835
1026,York,United Kingdom,2017,3.736,3.59,4.831,3.632,1.503,5.853,3.528,7.585,5.058,1.229,6.354,3.334,4.543,3.174,2.087,2.629,3.01,3.85,17.904
1027,Leicester,United Kingdom,2017,4.37,4.483,3.674,2.866,2.613,4.669,3.14,8.604,7.246,1.024,5.361,4.367,5.569,3.083,1.557,2.611,2.925,3.526,19.806
1028,Nantes,France,2017,2.999,2.209,5.284,3.974,2.221,3.456,3.188,7.781,6.468,4.253,5.924,5.68,4.068,3.075,1.585,2.664,2.583,5.187,7.532
1029,Bonn,Germany,2017,3.29,2.745,5.808,4.961,2.287,6.103,3.832,8.027,4.298,2.575,5.334,3.394,6.468,3.063,2.15,2.022,2.376,3.601,17.021
1030,Coventry,United Kingdom,2017,4.164,4.426,3.765,4.337,1.829,5.6,3.262,8.189,5.112,2.915,4.739,2.925,5.662,2.981,2.034,2.372,2.545,3.993,19.591
1031,Bilbao,Spain,2017,4.567,4.987,3.147,3.616,1.96,4.645,3.412,8.403,5.718,2.711,5.982,2.234,5.951,2.975,2.015,2.554,2.587,3.388,22.207
1032,Graz,Austria,2017,2.485,2.973,4.298,5.248,2.646,6.186,3.972,8.142,3.959,1.761,5.084,2.138,6.522,2.95,1.659,2.503,2.289,4.177,20.533
1033,Zaragoza (Saragossa),Spain,2017,3.47,3.492,4.191,3.796,4.149,5.312,2.793,8.416,4.442,2.974,6.069,4.17,7.493,2.855,1.138,2.377,2.071,2.926,19.793
1034,Palermo,Italy,2017,3.565,4.256,2.583,3.004,0.882,4.359,3.094,8.47,5.267,3.074,6.005,4.335,4.208,2.851,1.141,2.469,2.222,2.27,14.422
1035,Palma de Mallorca,Spain,2017,4.721,5.003,3.717,3.348,2.074,5.529,2.792,7.913,5.863,3.266,5.97,2.035,6.916,2.766,1.513,2.256,2.301,2.965,22.069
1036,Aachen,Germany,2017,2.528,3.306,5.374,4.768,2.94,6.13,4.657,7.908,5.313,1.666,4.926,1.588,3.911,2.733,1.597,2.167,2.212,5.624,20.089
1037,Granada,Spain,2017,3.625,4.581,3.851,3.343,3.691,5.505,3.587,8.352,5.965,3.222,6.321,2.879,5.112,2.467,1.001,2.081,1.915,3.263,21.135
1038,Alicante,Spain,2017,4.182,4.662,3.792,3.366,1.16,5.534,3.244,8.284,4.598,2.349,6.502,3.276,6.334,2.466,1.128,2.014,1.868,2.808,21.098
1039,Patras,Greece,2017,3.35,3.33,3.68,3.777,2.352,4.866,1.934,6.078,5.458,3.598,6.061,3.482,5.252,2.419,0.676,1.912,2.093,2.454,11.635
1040,Tartu,Estonia,2017,3.77,3.549,3.465,4.161,2.483,6.013,2.687,6.978,4.919,1.207,3.596,1.987,7.1,2.233,1.044,1.723,1.875,2.709,20.82
1041,Braga,Portugal,2017,5.338,4.564,3.204,2.506,2.76,5.758,2.491,7.883,4.205,1.992,6.448,2.916,4.834,2.145,0.869,1.736,1.277,2.361,23.71
1042,Olomouc,Czech Republic,2017,3.359,3.574,4.421,3.933,3.397,5.901,2.81,7.659,4.293,2.699,4.421,2.109,6.544,1.784,0.847,1.697,1.018,2.887,20.738
1043,Gdynia,Poland,2017,4.19,4.499,3.431,4.082,2.515,4.439,3.406,5.915,3.601,2.565,4.737,3.402,5.863,1.784,0.892,1.41,1.18,2.6,18.328
1044,Szczecin,Poland,2017,3.89,4.272,3.333,3.632,2.107,5.037,2.387,6.146,5.54,1.805,4.638,2.826,6.213,1.727,0.813,1.373,1.106,2.288,18.14
1045,Lublin,Poland,2017,4.053,4.564,3.841,3.548,2.613,4.012,2.856,6.129,4.87,2.274,4.826,2.481,6.057,1.664,1.013,1.296,1.044,2.2,18.497
1046,Sumy,Ukraine,2017,6.264,4.467,2.161,2.07,0.784,4.01,1.572,5.525,5.781,3.668,4.062,3.195,4.619,1.148,0.316,0.955,0.599,0.913,14.592
1047,Lugano,Switzerland,2018,2.288,2.948,4.116,4.917,2.989,6.846,4.9,8.454,3.333,1.459,5.162,2.587,6.377,5.476,4.029,5.475,4.734,4.42,20.506
1048,Arhus,Denmark,2018,3.907,4.443,4.433,3.458,3.74,6.659,4.222,7.688,4.777,1.141,4.955,2.484,6.993,4.256,2.651,3.325,3.98,4.037,25.005
1049,Montpellier,France,2018,2.802,2.355,5.107,4.025,3.103,5.731,4.077,7.946,5.03,3.51,5.312,5.249,4.413,4.197,1.9,4.042,2.908,2.738,9.643
1050,Grenoble,France,2018,2.648,3.704,5.89,6.91,2.483,5.358,3.77,7.698,6.604,3.487,5.533,4.469,3.927,4.063,1.909,4.125,3.06,4.267,6.817
1051,Nice,France,2018,2.939,3.184,3.503,4.775,3.773,5.049,3.645,8.006,5.837,3.665,5.56,4.743,4.796,4.015,2.409,3.665,3.823,3.947,13.164
